ab_name,abbreviation_name,availability,mature_month,institute,origin,priority,visibility,date_added
BG1-22,NULL,NULL,NULL,Broad Institute,CP,1000,FALSE,2021-08-19
BG1-24,NULL,NULL,NULL,Broad Institute,NULL,1000,FALSE,2021-08-19
BG10-19,NULL,NULL,NULL,Broad Institute,CP,1000,FALSE,2021-08-19
BG4-25,NULL,NULL,NULL,Broad Institute,CP,1000,FALSE,2021-08-19
BG7-15,NULL,NULL,NULL,Broad Institute,CP,1000,FALSE,2021-08-19
BG7-20,NULL,NULL,NULL,Broad Institute,CP,1000,FALSE,2021-08-19
BL6,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-05-26
BLN12,NULL,NULL,NULL,Israel Institute for Biological Research,CP,5000,FALSE,2021-05-26
BLN14,NULL,NULL,NULL,Israel Institute for Biological Research,CP,5000,FALSE,2021-05-26
Bamlanivimab,BAM,EUA,NULL,Eli Lilly,CP,1,TRUE,2021-01-27
Bebtelovimab,BEB,EUA,NULL,Eli Lilly,CP,8,TRUE,2021-05-04
Beta-54,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2023-04-10
C-A11,NULL,NULL,NULL,Abwiz Bio Inc,NULL,5000,FALSE,2023-02-07
C002,NULL,NULL,NULL,Rockefeller University,CP,1000,FALSE,2021-04-07
C022,NULL,NULL,NULL,Rockefeller University,CP,1000,FALSE,2022-04-12
C032,NULL,NULL,1.3,Rockefeller University,CP,1000,FALSE,2021-05-26
C034,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2022-05-05
C048,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
C051,NULL,NULL,6.2,Rockefeller University,CP,1000,FALSE,2021-05-26
C052,NULL,NULL,6.2,Rockefeller University,CP,5000,FALSE,2021-05-26
C055,NULL,NULL,6.2,Rockefeller University,CP,5000,FALSE,2021-05-26
C058,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
C080,NULL,NULL,6.2,Rockefeller University,CP,5000,FALSE,2021-05-26
C083,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
C085,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
C089,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2022-05-05
C091,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2022-05-05
C093,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
C098,NULL,NULL,1.3,Rockefeller University,CP,1000,FALSE,2021-05-26
C099,NULL,NULL,6.2,Rockefeller University,CP,1000,FALSE,2021-05-26
C101,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2022-04-12
C102,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-04-27
C104,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-04-27
C105,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-04-07
C110,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-04-07
C118,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2023-04-05
C119,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C121,NULL,NULL,NULL,Rockefeller University,CP,1000,FALSE,2021-01-27
C123,NULL,NULL,NULL,Rockefeller University,CP,1000,FALSE,2022-04-12
C125,NULL,NULL,NULL,Rockefeller University,CP,1000,FALSE,2022-04-12
C126,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2021-10-20
C128,NULL,NULL,NULL,Rockefeller University,CP,1000,FALSE,2022-04-12
C12C9,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-08-19
C132,NULL,NULL,1.3,Rockefeller University,CP,5000,FALSE,2021-05-26
C135,NULL,Phase 2/3,NULL,Rockefeller University,CP,53,TRUE,2021-01-27
C14,NULL,NULL,NULL,Fondazione Toscana Life Sciences,CP,5000,FALSE,2021-01-27
C140,NULL,NULL,NULL,Rockefeller University,CP,1000,FALSE,2022-04-12
C143,NULL,NULL,1.3,Rockefeller University,CP,5000,FALSE,2021-05-26
C144,NULL,Phase 2/3,1.3,Rockefeller University,CP,54,TRUE,2021-01-27
C1520,NULL,NULL,NULL,Rockefeller University,CP,1000,FALSE,2022-09-20
C155,NULL,NULL,NULL,Rockefeller University,CP,1000,FALSE,2022-04-12
C164,NULL,NULL,6.2,Rockefeller University,CP,5000,FALSE,2021-05-26
C165,NULL,NULL,NULL,Rockefeller University,CP,1000,FALSE,2022-04-12
C1717,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-08-11
C1A-A6,NULL,NULL,NULL,Harvard medical school,CP,5000,FALSE,2022-03-09
C1A-B12,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-04-27
C1A-B3,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-04-27
C1A-C2,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-04-27
C1A-F10,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-04-27
C1C-A3,NULL,NULL,NULL,Harvard medical school,CP,5000,FALSE,2022-03-09
C1C-C6,NULL,NULL,NULL,Harvard medical school,CP,5000,FALSE,2022-03-09
C2004,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2013,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2018,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2019,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2020,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2022,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2026,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2029,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2033,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2037,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C2039,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C2045,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C2047,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C2049,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C2065,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C2070,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C210,NULL,NULL,NULL,Rockefeller University,CP,1000,FALSE,2022-04-12
C2109,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2110,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2113,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C213,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2022-05-05
C2139,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2140,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2149,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2150,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2159,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2167,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C217,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2022-05-05
C2172,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C2175,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C2185,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2188,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C2209,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2210,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C2219,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C2221,NULL,NULL,0.5,Rockefeller University,VP,5000,FALSE,2021-11-11
C2227,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C2228,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C2237,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C2317,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C2318,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C2319,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C2321,NULL,NULL,1.3,Rockefeller University,VP,5000,FALSE,2021-11-11
C512,NULL,NULL,6.2,Rockefeller University,CP,5000,FALSE,2021-05-26
C516,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2022-05-05
C547,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2022-05-05
C548,NULL,NULL,1.3,Rockefeller University,CP,1000,FALSE,2021-05-26
C549,NULL,NULL,6.2,Rockefeller University,CP,5000,FALSE,2021-05-26
C552,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2022-05-05
C556,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
C576,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2022-05-05
C578,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
C581,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
C591,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
C594,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
C597,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
C601,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C602,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C603,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C613,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C614,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C627,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C628,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C643,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C653,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C660,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C663,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C664,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C666,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C669,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C670,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C671,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C675,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C678,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C682,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
C683,NULL,NULL,NULL,Rockefeller University,CP,5000,FALSE,2021-01-27
CA1,NULL,NULL,NULL,Eli Lilly,CP,5000,FALSE,2021-01-27
CA521,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-08-19
CAB-A17,NULL,NULL,7,Karolinska Institutet,CP,5000,FALSE,2022-05-31
CB38-183,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-04-27
CC12.1,NULL,NULL,NULL,Scripps Research Institute,CP,1000,FALSE,2021-01-27
CC12.3,NULL,NULL,NULL,Scripps Research Institute,CP,1000,FALSE,2021-02-19
CC12.4,NULL,NULL,NULL,Scripps Research Institute,CP,1000,FALSE,2022-04-12
CC40.8,NULL,NULL,NULL,Shenzhen Third People's Hospital,CP,5000,FALSE,2023-10-04
CC6.29,NULL,NULL,NULL,Scripps Research Institute,CP,5000,FALSE,2021-02-19
CC6.30,NULL,NULL,NULL,Scripps Research Institute,CP,5000,FALSE,2021-04-27
CC6.31,NULL,NULL,NULL,Scripps Research Institute,CP,5000,FALSE,2022-04-12
CC6.33,NULL,NULL,NULL,Scripps Research Institute,CP,5000,FALSE,2021-04-27
CM25,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-08-19
CM32,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COR-101,NULL,Phase 1,NULL,CORAT Therapeutics,NULL,62,FALSE,2022-02-16
COV-021,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-01-27
COV-047,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-01-27
COV-057,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-01-27
COV-072,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-01-27
COV-107,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-01-27
COV2-2015,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2037,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2022-05-05
COV2-2046,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2022-05-05
COV2-2050,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2021-01-27
COV2-2050-LALA-PG,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2021-04-27
COV2-2064,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2068,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-04-12
COV2-2072,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2021-02-19
COV2-2082,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2021-01-27
COV2-2094,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2021-01-27
COV2-2096,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2021-03-25
COV2-2098,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2103,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2113,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2165,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2021-01-27
COV2-2258,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2022-05-05
COV2-2268,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2308,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2353,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2022-05-05
COV2-2354,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-04-12
COV2-2381,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2021-02-19
COV2-2389,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2391,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2413,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2022-05-05
COV2-2479,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2021-01-27
COV2-2485,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2022-05-05
COV2-2489,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2021-02-19
COV2-2490,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2021-08-19
COV2-2499,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2021-01-27
COV2-2504,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2514,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2531,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2021-10-20
COV2-2539,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2562,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-04-12
COV2-2589,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2628,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2022-05-05
COV2-2676,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2021-02-19
COV2-2677,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2021-03-25
COV2-2678,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2684,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2693,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2734,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2022-05-05
COV2-2752,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-04-12
COV2-2760,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2022-05-05
COV2-2780,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2807,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2819,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2022-05-05
COV2-2828,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2832,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2021-01-27
COV2-2841,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-04-12
COV2-2848,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2022-05-05
COV2-2919,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2941,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-2952,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-04-12
COV2-2955,NULL,NULL,NULL,NULL,CP,1000,FALSE,2022-02-24
COV2-3025,NULL,NULL,NULL,Vanderbilt University Medical Center,CP,5000,FALSE,2021-02-19
COVA1-12,NULL,NULL,NULL,University of Amsterdam,CP,5000,FALSE,2021-01-27
COVA1-16,NULL,NULL,NULL,University of Amsterdam,CP,1000,FALSE,2021-01-27
COVA1-18,NULL,NULL,NULL,University of Amsterdam,CP,1000,FALSE,2021-01-27
COVA1-18 Fab,NULL,NULL,NULL,University of Amsterdam,CP,5000,FALSE,2021-04-27
COVA1-18 IgG,NULL,NULL,NULL,University of Amsterdam,CP,5000,FALSE,2021-04-27
COVA1-21,NULL,NULL,NULL,University of Amsterdam,CP,5000,FALSE,2021-01-27
COVA2-02,NULL,NULL,NULL,University of Amsterdam,CP,5000,FALSE,2021-01-27
COVA2-04,NULL,NULL,NULL,University of Amsterdam,CP,1000,FALSE,2021-01-27
COVA2-07,NULL,NULL,NULL,University of Amsterdam,CP,1000,FALSE,2021-01-27
COVA2-15,NULL,NULL,NULL,University of Amsterdam,CP,1000,FALSE,2021-01-29
COVA2-17,NULL,NULL,NULL,University of Amsterdam,CP,1000,FALSE,2021-01-27
COVA2-29,NULL,NULL,NULL,University of Amsterdam,CP,5000,FALSE,2021-01-27
COVA2-39,NULL,NULL,NULL,University of Amsterdam,CP,1000,FALSE,2021-02-08
COVOX-150,NULL,NULL,NULL,University of Oxford,CP,5000,FALSE,2021-04-27
COVOX-158,NULL,NULL,NULL,University of Oxford,CP,5000,FALSE,2021-04-27
COVOX-159,NULL,NULL,NULL,University of Oxford,CP,5000,FALSE,2021-04-27
COVOX-222,NULL,NULL,NULL,University of Oxford,CP,5000,FALSE,2021-04-27
COVOX-253,NULL,NULL,NULL,University of Oxford,CP,5000,FALSE,2021-04-27
COVOX-253H165L,NULL,NULL,NULL,University of Oxford,CP,5000,FALSE,2021-04-27
COVOX-253H55L,NULL,NULL,NULL,University of Oxford,CP,5000,FALSE,2021-04-27
COVOX-269,NULL,NULL,NULL,University of Oxford,CP,5000,FALSE,2021-04-27
COVOX-278,NULL,NULL,NULL,University of Oxford,CP,5000,FALSE,2021-08-19
COVOX-316,NULL,NULL,NULL,University of Oxford,CP,5000,FALSE,2021-04-27
COVOX-384,NULL,NULL,NULL,University of Oxford,CP,1000,FALSE,2021-02-19
COVOX-40,NULL,NULL,NULL,University of Oxford,CP,1000,FALSE,2021-02-19
COVOX-45,NULL,NULL,NULL,University of Oxford,CP,5000,FALSE,2021-04-27
COVOX-58,NULL,NULL,NULL,University of Oxford,CP,5000,FALSE,2023-04-10
COVOX-75,NULL,NULL,NULL,University of Oxford,CP,5000,FALSE,2021-04-27
COVOX-88,NULL,NULL,NULL,University of Oxford,CP,5000,FALSE,2021-04-27
CQ012,NULL,NULL,NULL,Chongqing Medical University,CP,5000,FALSE,2021-01-27
CQ016,NULL,NULL,NULL,Chongqing Medical University,CP,5000,FALSE,2021-01-27
CQ024,NULL,NULL,NULL,Chongqing Medical University,CP,5000,FALSE,2021-01-27
CQ026,NULL,NULL,NULL,Chongqing Medical University,CP,5000,FALSE,2021-01-27
CQ028,NULL,NULL,NULL,Chongqing Medical University,CP,5000,FALSE,2021-01-27
CQ038,NULL,NULL,NULL,Chongqing Medical University,CP,5000,FALSE,2021-01-27
CQ045,NULL,NULL,NULL,Chongqing Medical University,CP,5000,FALSE,2021-01-27
CQ046,NULL,NULL,NULL,Chongqing Medical University,CP,5000,FALSE,2021-01-27
CR3014,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-04-27
CR3014-C8,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-04-27
CR3022,NULL,NULL,NULL,Scripps Research Institute,SARS-CoV Phage display library,5000,FALSE,2021-04-27
CR3022-B6,NULL,NULL,NULL,St Vincent's Clinical School,NULL,5000,FALSE,2021-04-27
CT-P63,NULL,Phase 1,NULL,Celltrion,NULL,63,FALSE,2022-02-16
CV-X1-126,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-04-27
CV-X2-106,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-04-27
CV05-163,NULL,NULL,NULL,Berlin Institute of Health,CP,1000,FALSE,2021-02-19
CV07-200,NULL,NULL,NULL,Berlin Institute of Health,CP,5000,FALSE,2021-04-27
CV07-209,NULL,NULL,NULL,Berlin Institute of Health,CP,5000,FALSE,2021-02-19
CV07-222,NULL,NULL,NULL,Berlin Institute of Health,CP,5000,FALSE,2021-04-27
CV07-250,NULL,NULL,NULL,Berlin Institute of Health,CP,1000,FALSE,2021-02-19
CV07-255,NULL,NULL,NULL,Berlin Institute of Health,CP,5000,FALSE,2021-04-27
CV07-262,NULL,NULL,NULL,Berlin Institute of Health,CP,5000,FALSE,2021-04-27
CV07-270,NULL,NULL,NULL,Berlin Institute of Health,CP,1000,FALSE,2021-02-19
CV07-283,NULL,NULL,NULL,Berlin Institute of Health,CP,5000,FALSE,2021-04-27
CV07-287,NULL,NULL,NULL,Berlin Institute of Health,CP,5000,FALSE,2021-04-27
CV07-315,NULL,NULL,NULL,Berlin Institute of Health,CP,5000,FALSE,2021-04-27
CV1,NULL,NULL,NULL,Fred Hutchinson Cancer Research Center,CP,5000,FALSE,2021-02-08
CV2-75,NULL,NULL,NULL,Fred Hutchinson Cancer Research Center,CP,1000,FALSE,2021-02-08
CV3-1,NULL,NULL,NULL,Fred Hutchinson Cancer Research Center,CP,5000,FALSE,2021-02-08
CV3-25,NULL,NULL,NULL,Shenzhen Third People's Hospital,CP,5000,FALSE,2023-10-04
CV30,NULL,NULL,NULL,Fred Hutchinson Cancer Research Center,CP,1000,FALSE,2021-02-08
CV30-GermLine,NULL,NULL,NULL,Fred Hutchinson Cancer Research Center,CP,5000,FALSE,2021-04-27
CV38-113,NULL,NULL,NULL,Berlin Institute of Health,CP,5000,FALSE,2021-04-27
CV38-139,NULL,NULL,NULL,Berlin Institute of Health,CP,5000,FALSE,2021-04-27
CV38-142,NULL,NULL,NULL,Berlin Institute of Health,CP,1000,FALSE,2021-02-19
CV38-221,NULL,NULL,NULL,Berlin Institute of Health,CP,5000,FALSE,2021-04-27
Casirivimab,CAS,EUA,NULL,Regeneron,Transgenic mice,3,TRUE,2021-01-27
Chen22e_3B6,NULL,NULL,NULL,NIAID,CP,5000,FALSE,2022-11-18
Chen22e_D12,NULL,NULL,NULL,NIAID,CP,5000,FALSE,2022-11-18
Cilgavimab,CIL,EUA,NULL,AstraZeneca,CP,5,TRUE,2021-02-02
CnC2t1p1_B4,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-04-12
CnC2t1p1_D6,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-04-12
CnC2t1p1_E12,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-04-12
CnC2t1p1_E8,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-04-12
CnC2t1p1_G6,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-04-12
CoV-06,NULL,NULL,NULL,University of Texas,Phage display library,5000,FALSE,2021-04-27
CoV-14,NULL,NULL,NULL,University of Texas,Phage display library,5000,FALSE,2021-04-27
CoV2-06,NULL,NULL,NULL,University of Texas,Phage display library,5000,FALSE,2021-04-21
CoV2-14,NULL,NULL,NULL,University of Texas,Phage display library,5000,FALSE,2021-04-21
CoV2-39,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2022-02-09
D12,NULL,NULL,NULL,NULL,NULL,5000,FALSE,2021-04-27
D14,NULL,NULL,NULL,Fondazione Toscana Life Sciences,CP,5000,FALSE,2021-01-27
DEN3,NULL,NULL,NULL,NULL,CP,1000,FALSE,2023-12-12
DH1041,NULL,NULL,NULL,Duke University,CP,1000,FALSE,2021-01-29
DH1042,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-01-29
DH1043,NULL,NULL,NULL,Duke University,CP,1000,FALSE,2021-01-29
DH1044,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1045,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1046,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1047,NULL,NULL,NULL,Duke University,CP,1000,FALSE,2021-01-29
DH1048,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1049,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1050,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1050.1,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1050.2,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1051,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1052,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1060,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1063,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1064,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1072,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1073,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1082,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1088,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1111,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1117,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1125,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
DH1126,NULL,NULL,NULL,Duke University,CP,5000,FALSE,2021-04-27
